JO_REQST_NO,JO_REGIST_NO,CMPNY_NM,BSNS_SUMRY_CN,RCRIT_JSSFC_CMMN_CODE_SE,JOBCODE_NM,RCRIT_NMPR_CO,ACDMCR_CMMN_CODE_SE,ACDMCR_NM,EMPLYM_STLE_CMMN_CODE_SE,EMPLYM_STLE_CMMN_MM,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,DTY_CN,CAREER_CND_CMMN_CODE_SE,CAREER_CND_NM,HOPE_WAGE,RET_GRANTS_NM,WORK_TIME_NM,WORK_TM_NM,HOLIDAY_NM,WEEK_WORK_HR,JO_FEINSR_SBSCRB_NM,RCEPT_CLOS_NM,RCEPT_MTH_IEM_NM,MODEL_MTH_NM,RCEPT_MTH_NM,PRECENTN_PAPERS_NM,MNGR_NM,MNGR_PHON_NO,MNGR_INSTT_NM,BASS_ADRES_CN,JO_SJ,JO_REG_DT,GUI_LN,latitude,longitude
J305202401240006,DdA3052401242032,(주)우성에이치알,근로자 파견 및 도급 외,26301,총무 및 일반 사무원,1,J00100,관계없음,J01102,계약직,서울 서초구감리 사무실,,"* 감리사무실 문서작성, 서류관리, 전화응대 등 사무보조 업무
* 비품 구매시 운전업무 있음/자동차운전면허소지 필수
* 월급: 2,061,000원 + 유류비: 10만원 + 중식제공",J01300,무관,시급 / 9860원 ,퇴직금,09:00~18:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,전자우편   ,,이선미,02-450-1419,광진구,서울특별시 광진구 아차산로 345  (자양동) 3층 301호,[서초구 신원동] 감리사무실 사무원 모집,2024-01-24,(시급)9860원 / 서울 서초구 / 경력 무관,,
J325202401240007,DdA3252401242049,(주)삼구아이앤씨,"사업시설, 경비, 시설관리",561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,J00100,관계없음,J01103,계약직(시간제),서울 강동구강동경희대병원,고덕,"-직 무: 병실 및 병원 공용부문 청소 
-근무지: 강동경희대병원
-근무시간: 06:30-15:30(휴게시간 11~13시)/ 주6일42시간근무(스케줄 근무로 주말 근무있음. 공휴일 휴무)
-급 여: 2,200,000원
-지원방법: 채용담당자 통화(010-9278-9643)후 면접",J01300,무관,월급 / 220만원 ,퇴직금,06:30-15:30,주간,주6일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문 기타  ,,김혜영,02-3425-5835,강동구,서울특별시 중구 청계천로 100  (수표동) 6층 동관,강동경희대병원 미화원 모집,2024-01-24,(월급)220만원 / 서울 강동구 / 경력 무관,,
J325202401240006,DdA3252401242043,백세재가복지센터,방문요양 관리 및 운영,550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 강동구성내삼성아파트 - 면접시 상세주소 안내예정,,"- 요양보호대상자: 4등급 할머님
- 직무내용: 일상가사지원, 신체활동지원
- 장기요양급여 적용 근로시간 : 14:00~17:00(주5일)
- 장기요양급여: 시급12,500원",J01300,무관,시급 / 12500원 ,퇴직금,14:00~17:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문   ,,이승은,02-3425-5834,강동구,서울특별시 강동구 성안로9길 16  (성내동) 2층 201호(성내동),(성내동/4등급/오후)재가요양보호사 모집,2024-01-24,(시급)12500원 / 서울 강동구 / 경력 무관,,
J324202401240005,DdA3242401242023,(주)사랑나눔복지법인,노인요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 강남구,,"- 대상자 : 수서6단지 1등급 할머니(독거)
- 직무 내용 : 아침에 받은 도시락으로 식사 준비, 설거지, 청소, 기저귀 교환
- 장기 요양 급여 적용 근무시간 08:00~11:00+ 17:00~18:00(도시락으로 저녁 준비, 기저귀 교환), 주6일
- 시급 12,410원(중증 수당 별도)",J01300,무관,시급 / 12410원 ,퇴직금,08:00~11:00+17:00~18:00,주간,주6일근무,24,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문 기타  ,,홍수희,02-2147-3682,송파구,"서울특별시 송파구 송파대로 423  (석촌동) 303호, 석촌빌딩",[수서동/1등급할머니/8~11시+17~18시] 재가 요양보호사 모집,2024-01-24,(시급)12410원 / 서울 강남구 / 경력 무관,,
J315202401240002,DdA3152401242043,나래재가요양센터,요양시설,550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 성동구,,"- 요양보호대상자: 2등급 할머니 
- 직무내용: 일상생활 지원, 가사지원
- 장기요양급여 적용 근로시간 : 09:00~13:00(주6일) 
- 장기요양급여 근로시간 외: 비급여 지급. 
- 입주요양 /주 1회 휴무 
- 급여: 월 350만원 
**워크넷연동위해 주5일로 표기함",J01300,무관,월급 / 350만원 ,퇴직금,09:00~익일09:00,주간,주6일근무,40,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,기타   ,,박정현,02-2620-4632,양천구,경기도 안양시 동안구 엘에스로 92  (호계동) 4동 220호,[행당동]2등급 할머니 입주 요양보호사,2024-01-24,(월급)350만원 / 서울 성동구 / 경력 무관,,
J319202401240003,DdA3192401242020,(주)제이앤비케어서비스,재가센터(방문요양.방문목욕),231100,사회복지사,1,J00100,관계없음,J01101,상용직,서울 영등포구,,"[사회복지사 모집]

직무: 재가센터 사회복지사 업무 - 사회복지사 자격증 소지자

근무시간: 09:00~18:00 / 주5일

연봉: 2,600만원",J01300,무관,최소연봉 / 2600만원 ,퇴직금,09:00~18:00,주간,주5일근무,40,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,전자우편   ,,추희은,02-2670-3797,영등포구,서울특별시 영등포구 경인로 755  (문래동3가) 에이스하이테크시티 2동 1509호,재가센터 사회복지사 모집,2024-01-24,(연봉)2600만원 / 서울 영등포구 / 경력 무관,,
J321202401240002,DdA3212401242016,라파노인복지방문센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 관악구(미성동)    난우초 인근,,"미성동 난우초인근 3등급 남자어르신 주5일 오전9~12시  /  거동가능  /  배우자와 거주중

직무 - 삭사도움, 환경관리, 말벗 도움 등

2호선 신대방역 인근",J01300,무관,시급 / 12500원 ,퇴직금,오전9~12시,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문 기타  ,,정은주,02-879-5775,관악구,서울특별시 관악구 난우10길 18  (신림동) 1층 103호(신림동),미성동 난우초인근 3등급 남자어르신 주5일 오전9~12시,2024-01-24,(시급)12500원 / 서울 관악구 / 경력 무관,,
J324202401240004,DdA3242401242016,나누리방문요양센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 강남구,,"- 대상자 : 대치역 2번 출구 인근 대치동 4등급 할머니(90대)
- 직무 내용 : 정서 지원, 가사 및 일상생활 도움
- 장기 요양 급여 적용 근무시간 10:00~13:00+비급여 13:00~16:00, 주5일
- 시급 12,410원(비급여 별도)",J01300,무관,시급 / 12410원 ,퇴직금,10:00~16:00,주간,주5일근무,30,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문 기타  ,,홍수희,02-2147-3682,송파구,서울특별시 송파구 가락로 183  (송파동) (한양상가 2층 5호),[대치동/4등급할머니/10~16시] 재가 요양 보호사 모집,2024-01-24,(시급)12410원 / 서울 강남구 / 경력 무관,,
J324202401240003,DdA3242401242014,주식회사라포르,아파트 청소용역 및 경비용역,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01102,계약직,서울 송파구송파파크센트럴아파트,,"거여동 송파파크센트럴아파트 청소
근무시간:09:00~16:00/09:00~12:00(주6일)
급여:1,696,910원",J01300,무관,월급 / 169만원 ,퇴직금,09:00~16:00,주간,주6일근무,33,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문 기타  ,,선경덕,02-2147-3681,송파구,인천광역시 남동구 소래로687번길 1  (만수동) 3층,[거여동] 송파파크센트럴 아파트 청소원 모집,2024-01-24,(월급)169만원 / 서울 송파구 / 경력 무관,,
J305202401240005,DdA3052401242029,(주)우성에이치알,근로자 파견 및 도급 외,26301,총무 및 일반 사무원,1,J00100,관계없음,J01102,계약직,경기 화성시가설 사무실,,"* 감리사무실 문서작성, 서류관리, 전화응대 등 사무보조 업무 
* 월급: 2,061,000원 + 중식제공",J01300,무관,시급 / 9860원 ,퇴직금,09:00~18:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,전자우편   ,,이선미,02-450-1419,광진구,서울특별시 광진구 아차산로 345  (자양동) 3층 301호,[화성시 송산면] 감리사무실 사무원 모집,2024-01-24,(시급)9860원 / 경기 화성시 / 경력 무관,,
J306202401240008,DdA3062401242029,함께가요재가복지센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 동대문구청량리동 떡전교사거리 근처(상세주소 임의기재),,80대초반 독거 5등급 할머님 방문요양 어르신 돌봄업무,J01300,무관,시급 / 12500원 ,퇴직금,15:00~18:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문   ,,이혜숙,02-2127-4921,동대문구,서울특별시 동대문구 답십리로23길 127  (전농동) 1층 (전농동),청량리동 5등급 할머님방문요양보호사 구인,2024-01-24,(시급)12500원 / 서울 동대문구 / 경력 무관,,
J306202401240007,DdA3062401242027,사랑재가복지센터,노인장기요양 방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 동대문구회기동 경희대근처(상세주소 임의기재),,"4등급 85세 할머님 방문요양업무
거동 양호함.",J01300,무관,시급 / 12500원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문   ,,이혜숙,02-2127-4921,동대문구,"서울특별시 동대문구 제기로17길 23  (청량리동) 청량리동, 1층",회기동 경희대앞 4등급 할머님 방문요양보호사 구인,2024-01-24,(시급)12500원 / 서울 동대문구 / 경력 무관,,
J310202401240001,DdA3102401242059,북부온정재가방문요양센터,노인복지 및 요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 도봉구우성 2차,,"* 선덕고, 초당초교앞 우성2차 1등급 여자어르신 케어
- 부부동거. 어머니 체구 작음
- 기본 와상관리(기저귀 갈아주시고 콧줄식사로 반찬조리x )
- 어르신 케어만 집중하시면 됨
- 9~13시/주5일/12,700원+중증수당별도",J01300,무관,시급 / 12700원 ,퇴직연금,09월 13일,주간,주5일근무,20,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문   ,,김주희,02-2091-2922,도봉구,서울특별시 도봉구 노해로63길 51  (창동) 상아프라자 207호,"재가 요양보호사 채용(선덕고,초당초교 근처_1등급 여자)",2024-01-24,(시급)12700원 / 서울 도봉구 / 경력 무관,,
J001202401240003,DdA0022401242006,시립서부노인전문요양센터,,550103,시설 요양보호사(노인요양사),1,J00100,관계없음,J01102,계약직,서울 마포구시립서부노인전문요양센터,마포구청,"1. 필수자격요건
 ① 요양보호사 면허증 소지자 (필수)
 ② 사회복지사업법」및 개별법령 등에 명시된 종사자의 결격사유에 해당하지 않는 자
 ③ 해당 근무 가능자 3교대
  (D 7:00~15:30 / E 13:00~21:30 / N 21:30~08:00 / S 9:30~18:30)

2. 급여 및 기타
 ① 월급 2,500,000원 이상
 ② 식대 / 장기근속장려금 / 복지포인트(30만원) / 퇴직연금 / 명절 상품권(20만원 * 2회) / 
     하계휴가비(20만원) / 근무복 지급 / 건강검진 지원 / 장기근속자 포상 / 모범직원 포상",J01300,무관,월급 / 250만원 ,퇴직금,교대근무,3교대,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접  신체검사  ,기타   ,,황효선,02-731-9508,서울일자리센터 청년일자리센터,서울특별시 마포구 월드컵로36길 15  (성산동) 시립서부노인전문요양센터,[시립서부노인전문요양센터] 시설 요양보호사 모집,2024-01-24,(월급)250만원 / 서울 마포구 / 경력 무관,,
J306202401240006,DdA3062401242024,린여성병원,산부인과,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01102,계약직,서울 동대문구장안동,,"-병원청소
-단순업무로 경력없어도 지원가능

-근무시간 : 월~토 07:00~15:00(휴게시간13:00~14:00), 이 중 주1회는 07:00~13:00(휴게시간11:00~12:00)근무하고, 월 1회는 10:00~18:00(휴게시간13:00~14:00)근무함. 스케줄근무. 주소정근로시간 40시간

일요일(월1회) 08:00~14:00(휴게시간12:00~13:00)근무에 대해서는 별도 수당지급함.
초과근무시 1.5배 가산지급",J01301,신입,최소연봉 / 2496만원 ,퇴직금,직무내용 참고,주간,주6일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,팩스 기타  ,,이혜숙,02-2127-4921,동대문구,서울특별시 동대문구 답십리로 266  (장안동) 장안동,미화부 채용합니다.,2024-01-24,(연봉)2496만원 / 서울 동대문구 / 경력 무관,,
J304202401240001,DdA3042401242009,가족실버케어센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 성동구청계벽산아파트,,"4등급 할머니케어

근무시간 : 주5일 09:00~12:00

시급 : 12,500원",J01300,무관,시급 / 12500원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문 팩스 기타 ,,김선옥,02-2286-5409,성동구,서울특별시 중랑구 봉화산로 194  (신내동) 신아타운 302~303호,[하왕십리/4등급/할머니/오전] 요양보호사 구인,2024-01-24,(시급)12500원 / 서울 성동구 / 경력 무관,,
J313202401240002,DdA3132401242005,평강재가복지센터,재가장기요양서비스,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 서대문구.,,"재가요양보호
-4등급할머니
-13:00~16:00
-협의하에 주6일 가능",J01301,신입,시급 / 12400원 ,퇴직금,13:00~16:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문   ,,이소영,02-330-8783,서대문구,경기도 고양시 일산서구 강성로 147  (주엽동) 406-4호,[홍은동]4등급할머니/13:00~16:00/요양보호사 구인,2024-01-24,(시급)12400원 / 서울 서대문구 / 경력 무관,,
J312202401240002,DdA3122401242011,로뎀재가노인복지센터,"방문요양,방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 은평구불광동,,"- 불광보건분소 인근 4등급 할아버지

- 신체활동지원, 정서지원, 가사 및 일상생활 지원",J01300,무관,시급 / 12500원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문 기타  ,,서혜진,02-351-6859,은평구,서울특별시 은평구 연서로19길 12  (갈현동) 1층,불광동 4등급 할아버지 오전 요양보호사,2024-01-24,(시급)12500원 / 서울 은평구 / 경력 무관,,
J312202401240001,DdA3122401242009,로뎀재가노인복지센터,"방문요양,방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 은평구,,"[진관동/오전] 4등급 할머님 요양보호업무 전반
거동가능, 인지양호
식사 및 가사도움, 일상생활지원
주5일, 시급 12,500원",J01300,무관,시급 / 12500원 ,퇴직금,09:30~12:30,주간,주5일근무,15,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문 기타  ,,서경자,02-351-6856,은평구,서울특별시 은평구 연서로19길 12  (갈현동) 1층,진관동 4등급 할머니케어/오전요양보호사구인,2024-01-24,(시급)12500원 / 서울 은평구 / 경력 무관,,
